Shawn	shawn	Shawn
going	go	going
dark	dark	dark
.	.	.
As	as	As
they	they	they
describe	describ	describe
it	it	it
,	,	,
companies	compani	company
are	are	are
increasingly	increas	increasingly
adopting	adopt	adopting
technological	technolog	technological
architectures	architectur	architecture
that	that	that
inhibit	inhibit	inhibit
the	the	the
government	govern	government
s	s	s
ability	abil	ability
to	to	to
obtain	obtain	obtain
access	access	access
to	to	to
communications	communic	communication
,	,	,
even	even	even
in	in	in
circumstances	circumst	circumstance
that	that	that
satisfy	satisfi	satisfy
the	the	the
Fourth	fourth	Fourth
Amendment	amend	Amendment
s	s	s
warrant	warrant	warrant
requirements	requir	requirement
.	.	.
Encryption	encrypt	Encryption
is	is	is
the	the	the
hallmark	hallmark	hallmark
of	of	of
these	these	these
architectures	architectur	architecture
.	.	.
Government	govern	Government
officials	offici	official
are	are	are
concerned	concern	concerned
because	becaus	because
,	,	,
without	without	without
access	access	access
to	to	to
communications	communic	communication
,	,	,
they	they	they
fear	fear	fear
they	they	they
may	may	may
not	not	not
be	be	be
able	abl	able
to	to	to
prevent	prevent	prevent
terrorist	terrorist	terrorist
attacks	attack	attack
and	and	and
investigate	investig	investigate
and	and	and
prosecute	prosecut	prosecute
criminal	crimin	criminal
activity	activ	activity
.	.	.
Their	their	Their
solution	solut	solution
is	is	is
to	to	to
force	forc	force
companies	compani	company
to	to	to
maintain	maintain	maintain
access	access	access
to	to	to
user	user	user
communications	communic	communication
and	and	and
data	data	data
,	,	,
and	and	and
provide	provid	provide
that	that	that
access	access	access
to	to	to
law	law	law
enforcement	enforc	enforcement
on	on	on
demand	demand	demand
,	,	,
pursuant	pursuant	pursuant
to	to	to
the	the	the
applicable	applic	applicable
legal	legal	legal
process	process	process
.	.	.
However	howev	However
,	,	,
the	the	the
private	privat	private
sector	sector	sector
has	has	ha
resisted	resist	resisted
.	.	.
Critics	critic	Critics
fear	fear	fear
that	that	that
architectures	architectur	architecture
geared	gear	geared
to	to	to
guarantee	guarante	guarantee
such	such	such
access	access	access
would	would	would
compromise	compromis	compromise
the	the	the
security	secur	security
and	and	and
privacy	privaci	privacy
of	of	of
users	user	user
around	around	around
the	the	the
world	world	world
,	,	,
while	while	while
also	also	also
hurting	hurt	hurting
the	the	the
economic	econom	economic
viability	viabil	viability
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
companies	compani	company
.	.	.
They	they	They
also	also	also
dispute	disput	dispute
the	the	the
degree	degre	degree
to	to	to
which	which	which
the	the	the
proposed	propos	proposed
solutions	solut	solution
would	would	would
truly	truli	truly
prevent	prevent	prevent
terrorists	terrorist	terrorist
and	and	and
criminals	crimin	criminal
from	from	from
communicating	communic	communicating
in	in	in
mediums	medium	medium
resistant	resist	resistant
to	to	to
surveillance	surveil	surveillance
.	.	.
While	while	While
the	the	the
report	report	report
states	state	state
that	that	that
encryption	encrypt	encryption
is	is	is
a	a	a
difficult	difficult	difficult
issue	issu	issue
for	for	for
law	law	law
enforcement	enforc	enforcement
,	,	,
all	all	all
sorts	sort	sort
of	of	of
digital	digit	digital
data	data	data
is	is	is
unencrypted	unencrypt	unencrypted
and	and	and
therefore	therefor	therefore
can	can	can
be	be	be
accessed	access	accessed
via	via	via
a	a	a
search	search	search
warrant	warrant	warrant
if	if	if
there	there	there
is	is	is
cause	caus	cause
not	not	not
to	to	to
mention	mention	mention
the	the	the
spying	spi	spying
capabilities	capabl	capability
of	of	of
a	a	a
plethora	plethora	plethora
of	of	of
smart	smart	smart
devices	devic	device
also	also	also
available	avail	available
for	for	for
review	review	review
.	.	.
Below	below	Below
is	is	is
FBI	fbi	FBI
Director	director	Director
former	former	former
Senior	senior	Senior
Vice	vice	Vice
President	presid	President
at	at	at
Lockheed	lockhe	Lockheed
Martin	martin	Martin
discussing	discuss	discussing
the	the	the
idea	idea	idea
that	that	that
the	the	the
government	govern	government
is	is	is
Going	go	Going
Dark	dark	Dark
In	in	In
an	an	an
article	articl	article
entitled	entitl	entitled
Here	here	Here
s	s	s
Why	whi	Why
the	the	the
FBI	fbi	FBI
Went	went	Went
After	after	After
Apple	appl	Apple
When	when	When
It	it	It
Did	did	Did
,	,	,
Fortune	fortun	Fortune
magazine	magazin	magazine
revealed	reveal	revealed
that	that	that
on	on	on
February	februari	February
9th	9th	9th
,	,	,
DOJ	doj	DOJ
head	head	head
Loretta	loretta	Loretta
Lynch	lynch	Lynch
requested	request	requested
an	an	an
extra	extra	extra
38	38	38
million	million	million
to	to	to
help	help	help
the	the	the
FBI	fbi	FBI
development	develop	development
workarounds	workaround	workarounds
on	on	on
data	data	data
encryption	encrypt	encryption
,	,	,
bringing	bring	bringing
the	the	the
total	total	total
budget	budget	budget
of	of	of
what	what	what
it	it	it
calls	call	call
project	project	project
Going	go	Going
Dark	dark	Dark
to	to	to
69	69	69
million	million	million
.	.	.
Will	will	Will
the	the	the
FBI	fbi	FBI
continue	continu	continue
to	to	to
develop	develop	develop
encryption	encrypt	encryption
workarounds	workaround	workarounds
in	in	in
the	the	the
event	event	event
that	that	that
they	they	they
lose	lose	lose
their	their	their
battle	battl	battle
with	with	with
Apple	appl	Apple
over	over	over
the	the	the
San	san	San
Bernardino	bernardino	Bernardino
case	case	case
?	?	?
In	in	In
Summary	summari	Summary
Regardless	regardless	Regardless
of	of	of
how	how	how
you	you	you
shape	shape	shape
the	the	the
court	court	court
battle	battl	battle
between	between	between
Apple	appl	Apple
and	and	and
the	the	the
FBI	fbi	FBI
,	,	,
this	this	this
is	is	is
about	about	about
the	the	the
government	govern	government
wanting	want	wanting
a	a	a
more	more	more
direct	direct	direct
route	rout	route
into	into	into
personal	person	personal
devices	devic	device
moving	move	moving
ahead	ahead	ahead
.	.	.
For	for	For
Apple	appl	Apple
,	,	,
this	this	this
is	is	is
a	a	a
very	veri	very
important	import	important
issue	issu	issue
as	as	a
a	a	a
dip	dip	dip
in	in	in
consumer	consum	consumer
confidence	confid	confidence
,	,	,
could	could	could
be	be	be
a	a	a
crushing	crush	crushing
blow	blow	blow
to	to	to
the	the	the
tech	tech	tech
company	compani	company
s	s	s
overall	overal	overall
brand	brand	brand
.	.	.
It	it	It
s	s	s
important	import	important
to	to	to
remember	rememb	remember
anomaly	anomali	anomaly
ridden	ridden	ridden
events	event	event
such	such	such
as	as	a
the	the	the
San	san	San
Bernardino	bernardino	Bernardino
shooting	shoot	shooting
and	and	and
the	the	the
suspicious	suspici	suspicious
events	event	event
in	in	in
Garland	garland	Garland
,	,	,
Texas	texa	Texas
,	,	,
of	of	of
last	last	last
year	year	year
,	,	,
in	in	in
addition	addit	addition
to	to	to
other	other	other
inconvenient	inconveni	inconvenient
truths	truth	truth
concerning	concern	concerning
the	the	the
government	govern	government
s	s	s
role	role	role
in	in	in
manufacturing	manufactur	manufacturing
its	it	it
own	own	own
terror	terror	terror
plots	plot	plot
which	which	which
have	have	have
ironically	iron	ironically
prompted	prompt	prompted
calls	call	call
for	for	for
greater	greater	greater
national	nation	national
security	secur	security
,	,	,
while	while	while
continuing	continu	continuing
to	to	to
appropriate	appropri	appropriate
large	larg	large
funds	fund	fund
to	to	to
federal	feder	federal
agencies	agenc	agency
.	.	.
You	you	You
have	have	have
to	to	to
wonder	wonder	wonder
,	,	,
has	has	ha
the	the	the
FBI	fbi	FBI
s	s	s
case	case	case
against	against	against
Apple	appl	Apple
fallen	fallen	fallen
apart	apart	apart
?	?	?
READ	read	READ
MORE	more	MORE
ENCRYPTION	encrypt	ENCRYPTION
NEWS	news	NEWS
AT	at	AT
21st	21st	21st
Century	centuri	Century
Wire	wire	Wire
Encryption	encrypt	Encryption
Files	file	Files
