21st	21st	21st
a	a	a
doctoral	doctor	doctoral
student	student	student
at	at	at
the	the	the
University	univers	University
of	of	of
Massachusetts	massachusett	Massachusetts
with	with	with
family	famili	family
in	in	in
Iran	iran	Iran
and	and	and
a	a	a
businesswoman	businesswoman	businesswoman
who	who	who
often	often	often
travels	travel	travel
to	to	to
the	the	the
US	us	US
have	have	have
already	alreadi	already
been	been	been
revoked	revok	revoked
,	,	,
meaning	mean	meaning
they	they	they
will	will	will
not	not	not
be	be	be
allowed	allow	allowed
to	to	to
return	return	return
to	to	to
the	the	the
country	countri	country
if	if	if
they	they	they
leave	leav	leave
,	,	,
said	said	said
Joshua	joshua	Joshua
Press	press	Press
,	,	,
an	an	an
attorney	attorney	attorney
with	with	with
the	the	the
Department	depart	Department
of	of	of
Justice	justic	Justice
,	,	,
according	accord	according
to	to	to
the	the	the
Boston	boston	Boston
Herald	herald	Herald
.	.	.
In	in	In
Virginia	virginia	Virginia
on	on	on
Friday	friday	Friday
,	,	,
Reuveni	reuveni	Reuveni
said	said	said
in	in	in
court	court	court
that	that	that
100	100	100
,	,	,
000	000	000
visas	visa	visa
had	had	had
been	been	been
revoked	revok	revoked
as	as	a
a	a	a
result	result	result
of	of	of
the	the	the
executive	execut	executive
order	order	order
.	.	.

The	the	The
number	number	number
100	100	100
,	,	,
000	000	000
sucked	suck	sucked
the	the	the
air	air	air
out	out	out
of	of	of
my	my	my
lungs	lung	lung
,	,	,
Simon	simon	Simon
Sandoval	sandov	Sandoval
-Moshenberg	-moshenberg	-Moshenberg
of	of	of
the	the	the
Legal	legal	Legal
Aid	aid	Aid
Justice	justic	Justice
Center	center	Center
,	,	,
who	who	who
represents	repres	represents
the	the	the
Aziz	aziz	Aziz
brothers	brother	brother
,	,	,
told	told	told
the	the	the
Washington	washington	Washington
Post	post	Post
.	.	.
However	howev	However
,	,	,
the	the	the
State	state	State
Department	depart	Department
later	later	later
said	said	said
the	the	the
number	number	number
was	was	wa
actually	actual	actually
less	less	le
than	than	than
60	60	60
,	,	,
000	000	000
.	.	.

The	the	The
US	us	US
government	govern	government
issues	issu	issue
about	about	about
90	90	90
,	,	,
000	000	000
visas	visa	visa
a	a	a
year	year	year
to	to	to
people	peopl	people
from	from	from
the	the	the
seven	seven	seven
restricted	restrict	restricted
countries	countri	country
.	.	.

Some	some	Some
of	of	of
those	those	those
visas	visa	visa
last	last	last
longer	longer	longer
than	than	than
one	one	one
year	year	year
,	,	,
so	so	so
the	the	the
overall	overal	overall
number	number	number
of	of	of
people	peopl	people
from	from	from
the	the	the
seven	seven	seven
countries	countri	country
in	in	in
the	the	the
US	us	US
is	is	is
much	much	much
higher	higher	higher
.	.	.
Reuveni	reuveni	Reuveni
also	also	also
argued	argu	argued
that	that	that
,	,	,
since	sinc	since
Sunday	sunday	Sunday
,	,	,
green	green	green
-card	-card	-card
holders	holder	holder
no	no	no
longer	longer	longer
face	face	face
any	ani	any
enhanced	enhanc	enhanced
scrutiny	scrutini	scrutiny
when	when	when
entering	enter	entering
the	the	the
country	countri	country
.	.	.

However	howev	However
,	,	,
other	other	other
legal	legal	legal
visa	visa	visa
holders	holder	holder
already	alreadi	already
in	in	in
the	the	the
US	us	US
have	have	have
had	had	had
their	their	their
visas	visa	visa
revoked	revok	revoked
,	,	,
and	and	and
so	so	so
will	will	will
not	not	not
be	be	be
able	abl	able
to	to	to
return	return	return
if	if	if
they	they	they
leave	leav	leave
,	,	,
Virginia	virginia	Virginia
Elliott	elliott	Elliott
,	,	,
a	a	a
spokeswoman	spokeswoman	spokeswoman
for	for	for
the	the	the
Bureau	bureau	Bureau
of	of	of
Consular	consular	Consular
Affairs	affair	Affairs
at	at	at
the	the	the
State	state	State
Department	depart	Department
,	,	,
told	told	told
the	the	the
Washington	washington	Washington
Post	post	Post
.	.	.
On	on	On
Sunday	sunday	Sunday
,	,	,
DHS	dhs	DHS
issued	issu	issued
a	a	a
blanket	blanket	blanket
waiver	waiver	waiver
for	for	for
lawful	law	lawful
permanent	perman	permanent
residents	resid	resident
,	,	,
ditching	ditch	ditching
the	the	the
case	case	case
-by-case	-by-cas	-by-case
waivers	waiver	waiver
that	that	that
had	had	had
been	been	been
in	in	in
operation	oper	operation
prior	prior	prior
.	.	.

On	on	On
Thursday	thursday	Thursday
,	,	,
White	white	White
House	hous	House
Counsel	counsel	Counsel
Don	don	Don
McGahn	mcgahn	McGahn
issued	issu	issued
what	what	what
he	he	he
called	call	called
authoritative	authorit	authoritative
guidance	guidanc	guidance
that	that	that
green	green	green
-card	-card	-card
holders	holder	holder
were	were	were
not	not	not
covered	cover	covered
under	under	under
Trump	trump	Trump
s	s	s
executive	execut	executive
order	order	order
.	.	.
What	what	What
the	the	the
government	govern	government
says	say	say
is	is	is
happening	happen	happening
and	and	and
what	what	what
volunteers	volunt	volunteer
at	at	at
airports	airport	airport
are	are	are
experiencing	experienc	experiencing
are	are	are
not	not	not
the	the	the
same	same	same
thing	thing	thing
,	,	,
however	howev	however
.	.	.
Although	although	Although
immigration	immigr	immigration
attorneys	attorney	attorney
are	are	are
legally	legal	legally
allowed	allow	allowed
to	to	to
give	give	give
face	face	face
-to-face	-to-fac	-to-face
legal	legal	legal
counsel	counsel	counsel
to	to	to
permanent	perman	permanent
residents	resid	resident
still	still	still
in	in	in
the	the	the
secured	secur	secured
area	area	area
of	of	of
airports	airport	airport
,	,	,
that	that	that
s	s	s
not	not	not
what	what	what
s	s	s
happening	happen	happening
in	in	in
practice	practic	practice
.	.	.

Despite	despit	Despite
Brinkema	brinkema	Brinkema
s	s	s
previous	previous	previous
ruling	rule	ruling
,	,	,
immigration	immigr	immigration
attorneys	attorney	attorney
at	at	at
Dulles	dull	Dulles
International	intern	International
Airport	airport	Airport
in	in	in
Virginia	virginia	Virginia
aren	aren	aren
t	t	t
allowed	allow	allowed
into	into	into
the	the	the
secure	secur	secure
area	area	area
to	to	to
talk	talk	talk
to	to	to
visa	visa	visa
holders	holder	holder
.	.	.

Instead	instead	Instead
,	,	,
they	they	they
wait	wait	wait
until	until	until
people	peopl	people
exit	exit	exit
into	into	into
the	the	the
main	main	main
part	part	part
of	of	of
the	the	the
airport	airport	airport
.	.	.
Proud	proud	Proud
to	to	to
work	work	work
with	with	with
the	the	the
great	great	great
group	group	group
of	of	of
volunteer	volunt	volunteer
attorneys	attorney	attorney
@DullesJustice	@dullesjustic	@DullesJustice
pic.twitter.com/cet86qpHfm	pic.twitter.com/cet86qphfm	pic.twitter.com/cet86qpHfm
Christine	christin	Christine
B	b	B
@cdbachy	@cdbachi	@cdbachy
February	februari	February
1	1	1
,	,	,
2017	2017	2017
When	when	When
people	peopl	people
come	come	come
through	through	through
the	the	the
international	intern	international
arrivals	arriv	arrival
,	,	,
we	we	we
line	line	line
that	that	that
area	area	area
,	,	,
and	and	and
lawyers	lawyer	lawyer
are	are	are
trying	tri	trying
to	to	to
get	get	get
all	all	all
the	the	the
information	inform	information
they	they	they
can	can	can
from	from	from
people	peopl	people
coming	come	coming
through	through	through
arrivals	arriv	arrival
,	,	,
Molly	molli	Molly
Hartshorn	hartshorn	Hartshorn
,	,	,
a	a	a
volunteer	volunt	volunteer
with	with	with
Dulles	dull	Dulles
Justice	justic	Justice
Coalition	coalit	Coalition
,	,	,
told	told	told
RT	rt	RT
.	.	.

There	there	There
s	s	s
a	a	a
great	great	great
wall	wall	wall
of	of	of
attorneys	attorney	attorney
asking	ask	asking
people	peopl	people
,	,	,
How	how	How
was	was	wa
Customs	custom	Customs
?	?	?

Did	did	Did
you	you	you
see	see	see
anything	anyth	anything
strange	strang	strange
?	?	?

Did	did	Did
anything	anyth	anything
get	get	get
handed	hand	handed
out	out	out
on	on	on
the	the	the
airplane	airplan	airplane
that	that	that
was	was	wa
strange	strang	strange
?	?	?

Did	did	Did
they	they	they
make	make	make
you	you	you
sign	sign	sign
anything	anyth	anything
?	?	?

Even	even	Even
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
after	after	after
the	the	the
ruling	rule	ruling
,	,	,
lawyers	lawyer	lawyer
were	were	were
still	still	still
only	onli	only
gaining	gain	gaining
information	inform	information
from	from	from
arriving	arriv	arriving
passengers	passeng	passenger
who	who	who
were	were	were
allowed	allow	allowed
to	to	to
enter	enter	enter
the	the	the
US	us	US
,	,	,
Sirine	sirin	Sirine
Shebaya	shebaya	Shebaya
,	,	,
a	a	a
volunteer	volunt	volunteer
lawyer	lawyer	lawyer
,	,	,
told	told	told
Vox	vox	Vox
.	.	.

Although	although	Although
returning	return	returning
green	green	green
-card	-card	-card
holders	holder	holder
were	were	were
being	be	being
allowed	allow	allowed
in	in	in
the	the	the
country	countri	country
after	after	after
extensive	extens	extensive
screening	screen	screening
,	,	,
first	first	first
-time	-time	-time
lawful	law	lawful
permanent	perman	permanent
residents	resid	resident
were	were	were
still	still	still
being	be	being
turned	turn	turned
away	away	away
.	.	.
A	a	A
beautiful	beauti	beautiful
crew	crew	crew
of	of	of
folks	folk	folk
who	who	who
fed	fed	fed
us	us	u
and	and	and
stood	stood	stood
with	with	with
signs	sign	sign
to	to	to
support	support	support
all	all	all
those	those	those
coming	come	coming
in	in	in
from	from	from
customs	custom	custom
.	.	.

pic.twitter.com/dVyfatXS61	pic.twitter.com/dvyfatxs61	pic.twitter.com/dVyfatXS61
Justin	justin	Justin
Eisele	eisel	Eisele
@Jteisele	@jteisel	@Jteisele
February	februari	February
2	2	2
,	,	,
2017Customs	2017custom	2017Customs
and	and	and
Border	border	Border
Patrol	patrol	Patrol
agents	agent	agent
refused	refus	refused
to	to	to
talk	talk	talk
to	to	to
Shebaya	shebaya	Shebaya
or	or	or
Azadeh	azadeh	Azadeh
Erfani	erfani	Erfani
,	,	,
who	who	who
works	work	work
with	with	with
the	the	the
Capital	capit	Capital
Area	area	Area
Immigrants	immigr	Immigrants
Rights	right	Rights
Coalition	coalit	Coalition
,	,	,
according	accord	according
to	to	to
Vox	vox	Vox
.	.	.

That	that	That
doesn	doesn	doesn
t	t	t
mean	mean	mean
that	that	that
the	the	the
CBP	cbp	CBP
employees	employe	employee
agree	agre	agree
with	with	with
the	the	the
executive	execut	executive
order	order	order
,	,	,
however	howev	however
.	.	.

Asylum	asylum	Asylum
law	law	law
requires	requir	requires
CBP	cbp	CBP
officers	offic	officer
to	to	to
affirmatively	affirm	affirmatively
ask	ask	ask
if	if	if
an	an	an
applicant	applic	applicant
fears	fear	fear
return	return	return
when	when	when
placing	place	placing
them	them	them
into	into	into
expedited	expedit	expedited
removal	remov	removal
,	,	,
an	an	an
immigration	immigr	immigration
official	offici	official
told	told	told
The	the	The
Intercept	intercept	Intercept
.	.	.

By	by	By
pressuring	pressur	pressuring
them	them	them
to	to	to
simply	simpli	simply
get	get	get
on	on	on
a	a	a
plane	plane	plane
without	without	without
going	go	going
into	into	into
formal	formal	formal
removal	remov	removal
proceedings	proceed	proceeding
,	,	,
they	they	they
are	are	are
violating	violat	violating
our	our	our
obligations	oblig	obligation
under	under	under
the	the	the
refugee	refuge	refugee
convention	convent	convention
.	.	.

We	we	We
are	are	are
violating	violat	violating
international	intern	international
law	law	law
.	.	.

Continue	continu	Continue
this	this	this
report	report	report
at	at	at
RTREAD	rtread	RTREAD
MORE	more	MORE
TRUMP	trump	TRUMP
NEWS	news	NEWS
AT	at	AT
21st	21st	21st
Century	centuri	Century
Wire	wire	Wire
Trump	trump	Trump
FilesSUPPORT	filessupport	FilesSUPPORT
OUR	our	OUR
WORK	work	WORK
BY	by	BY
SUBSCRIBING	subscrib	SUBSCRIBING
BECOMING	becom	BECOMING
A	a	A
MEMBER	member	MEMBER
@21WIRE	@21wire	@21WIRE
.	.	.
TV	tv	TV

