In	in	In
operativeISTANBUL	operativeistanbul	operativeISTANBUL
,	,	,
TURKEY	turkey	TURKEY
June	june	June
,	,	,
2016	2016	2016
TARGET	target	TARGET
45	45	45
killed	kill	killed
and	and	and
approximately	approxim	approximately
240	240	240
wounded	wound	wounded
at	at	at
Ataturk	ataturk	Ataturk
International	intern	International
Airport	airport	Airport
ATTACKERS	attack	ATTACKERS
Rakhim	rakhim	Rakhim
Bulgarov	bulgarov	Bulgarov
,	,	,
Vadim	vadim	Vadim
Osmanov	osmanov	Osmanov
,	,	,
and	and	and
an	an	an
unidentified	unidentifi	unidentified
ISIL	isil	ISIL
operativeDHAKA	operativedhaka	operativeDHAKA
,	,	,
BANGLADESH	bangladesh	BANGLADESH
July	juli	July
,	,	,
2016	2016	2016
TARGET	target	TARGET
22	22	22
killed	kill	killed
,	,	,
including	includ	including
one	one	one
American	american	American
and	and	and
50	50	50
wounded	wound	wounded
after	after	after
hours	hour	hour
-long	-long	-long
siege	sieg	siege
using	use	using
machetes	machet	machete
and	and	and
firearms	firearm	firearm
at	at	at
holy	holi	holy
Artisan	artisan	Artisan
Bakery	bakeri	Bakery
ATTACKERS	attack	ATTACKERS
Nibras	nibra	Nibras
Islam	islam	Islam
,	,	,
Rohan	rohan	Rohan
Imtiaz	imtiaz	Imtiaz
,	,	,
Meer	meer	Meer
Saameh	saameh	Saameh
Mubasheer	mubash	Mubasheer
,	,	,
Khairul	khairul	Khairul
Islam	islam	Islam
Paye	pay	Paye
,	,	,
and	and	and
Shafiqul	shafiqul	Shafiqul
Islam	islam	Islam
UzzalNICE	uzzalnic	UzzalNICE
,	,	,
FRANCE	franc	FRANCE
July	juli	July
,	,	,
2016	2016	2016
TARGET	target	TARGET
84	84	84
civilians	civilian	civilian
killed	kill	killed
and	and	and
308	308	308
wounded	wound	wounded
by	by	by
an	an	an
individual	individu	individual
who	who	who
drove	drove	drove
a	a	a
truck	truck	truck
into	into	into
a	a	a
crowd	crowd	crowd
ATTACKER	attack	ATTACKER
Mohamed	moham	Mohamed
BouhlelWURZBURG	bouhlelwurzburg	BouhlelWURZBURG
,	,	,
GERMANY	germani	GERMANY
July	juli	July
,	,	,
2016	2016	2016
TARGET	target	TARGET
Four	four	Four
civilians	civilian	civilian
wounded	wound	wounded
in	in	in
axe	axe	axe
attack	attack	attack
on	on	on
a	a	a
train	train	train
ATTACKER	attack	ATTACKER
Riaz	riaz	Riaz
Khan	khan	Khan
AhmadzaiANSBACH	ahmadzaiansbach	AhmadzaiANSBACH
,	,	,
GERMANY	germani	GERMANY
July	juli	July
,	,	,
2016	2016	2016
TARGET	target	TARGET
At	at	At
least	least	least
15	15	15
wounded	wound	wounded
in	in	in
suicide	suicid	suicide
bombing	bomb	bombing
at	at	at
a	a	a
music	music	music
festival	festiv	festival
ATTACKER	attack	ATTACKER
Mohammad	mohammad	Mohammad
DaleelNORMANDY	daleelnormandi	DaleelNORMANDY
,	,	,
FRANCE	franc	FRANCE
July	juli	July
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
priest	priest	priest
killed	kill	killed
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKERS	attack	ATTACKERS
Adel	adel	Adel
Kermiche	kermich	Kermiche
and	and	and
Abdel	abdel	Abdel
Malik	malik	Malik
Nabil	nabil	Nabil
PetitjeanCHALEROI	petitjeanchaleroi	PetitjeanCHALEROI
,	,	,
BELGIUM	belgium	BELGIUM
August	august	August
,	,	,
2016	2016	2016
TARGET	target	TARGET
Two	two	Two
police	polic	police
officers	offic	officer
wounded	wound	wounded
in	in	in
machete	machet	machete
attack	attack	attack
ATTACKER	attack	ATTACKER
Khaled	khale	Khaled
BabouriQUEENSLAND	babouriqueensland	BabouriQUEENSLAND
,	,	,
AUSTRALIA	australia	AUSTRALIA
August	august	August
,	,	,
2016	2016	2016
TARGET	target	TARGET
Two	two	Two
killed	kill	killed
and	and	and
one	one	one
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
at	at	at
a	a	a
hostel	hostel	hostel
frequented	frequent	frequented
by	by	by
Westerners	western	Westerners
ATTACKER	attack	ATTACKER
Smail	smail	Smail
AyadCOPENHAGEN	ayadcopenhagen	AyadCOPENHAGEN
,	,	,
DENMAKR	denmakr	DENMAKR
September	septemb	September
,	,	,
2016	2016	2016
TARGET	target	TARGET
Two	two	Two
police	polic	police
officers	offic	officer
and	and	and
a	a	a
civilian	civilian	civilian
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
ATTACKER	attack	ATTACKER
Mesa	mesa	Mesa
HodzicPARIS	hodzicpari	HodzicPARIS
,	,	,
FRANCE	franc	FRANCE
September	septemb	September
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
wounded	wound	wounded
in	in	in
raid	raid	raid
after	after	after
VBIED	vbi	VBIED
failed	fail	failed
to	to	to
detonate	deton	detonate
at	at	at
Notre	notr	Notre
Dame	dame	Dame
Cathedral	cathedr	Cathedral
ATTACKERS	attack	ATTACKERS
Sarah	sarah	Sarah
Hervouet	hervouet	Hervouet
,	,	,
Ines	ine	Ines
Madani	madani	Madani
,	,	,
and	and	and
Amel	amel	Amel
SakaouSYDNEY	sakaousydney	SakaouSYDNEY
,	,	,
AUSTRALIA	australia	AUSTRALIA
September	septemb	September
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
civilian	civilian	civilian
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKER	attack	ATTACKER
Ihsas	ihsa	Ihsas
KhanST	khanst	KhanST
.	.	.
CLOUD	cloud	CLOUD
,	,	,
MN	mn	MN
,	,	,
US	us	US
September	septemb	September
,	,	,
2016	2016	2016
TARGET	target	TARGET
10	10	10
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
in	in	in
a	a	a
mall	mall	mall
ATTACKER	attack	ATTACKER
Dahir	dahir	Dahir
Ahmed	ahm	Ahmed
AdanNEW	adannew	AdanNEW
YORK	york	YORK
,	,	,
NY	ny	NY
;	;	;
SEASIDE	seasid	SEASIDE
PARK	park	PARK
AND	and	AND
ELIZABETH	elizabeth	ELIZABETH
,	,	,
NJ	nj	NJ
,	,	,
US	us	US
September	septemb	September
,	,	,
2016	2016	2016
TARGET	target	TARGET
31	31	31
wounded	wound	wounded
in	in	in
bombing	bomb	bombing
in	in	in
New	new	New
York	york	York
City	citi	City
;	;	;
several	sever	several
explosive	explos	explosive
devices	devic	device
found	found	found
in	in	in
New	new	New
York	york	York
and	and	and
New	new	New
Jersey	jersey	Jersey
;	;	;
one	one	one
exploded	explod	exploded
without	without	without
casualty	casualti	casualty
at	at	at
race	race	race
in	in	in
New	new	New
Jersey	jersey	Jersey
;	;	;
one	one	one
police	polic	police
officer	offic	officer
wounded	wound	wounded
in	in	in
shootout	shootout	shootout
ATTACKER	attack	ATTACKER
Ahmad	ahmad	Ahmad
Khan	khan	Khan
RahamiBRUSSELS	rahamibrussel	RahamiBRUSSELS
,	,	,
BELGIUM	belgium	BELGIUM
October	octob	October
,	,	,
2016	2016	2016
TARGET	target	TARGET
Two	two	Two
police	polic	police
officers	offic	officer
wounded	wound	wounded
in	in	in
stabbing	stab	stabbing
ATTACKER	attack	ATTACKER
Belgian	belgian	Belgian
nationalKUWAIT	nationalkuwait	nationalKUWAIT
CITY	citi	CITY
,	,	,
KUWAIT	kuwait	KUWAIT
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
vehicle	vehicl	vehicle
carrying	carri	carrying
three	three	three
US	us	US
soldiers	soldier	soldier
hit	hit	hit
by	by	by
a	a	a
truck	truck	truck
ATTACKER	attack	ATTACKER
Ibrahim	ibrahim	Ibrahim
SulaymanMALMO	sulaymanmalmo	SulaymanMALMO
,	,	,
SWEDEN	sweden	SWEDEN
October	octob	October
,	,	,
2016	2016	2016
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
mosque	mosqu	mosque
and	and	and
community	communiti	community
center	center	center
attacked	attack	attacked
with	with	with
Molotov	molotov	Molotov
cocktail	cocktail	cocktail
ATTACKER	attack	ATTACKER
Syrian	syrian	Syrian
nationalHAMBURG	nationalhamburg	nationalHAMBURG
,	,	,
GERMANY	germani	GERMANY
October	octob	October
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
killed	kill	killed
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKER	attack	ATTACKER
UnknownMANILA	unknownmanila	UnknownMANILA
,	,	,
PHILIPPINES	philippin	PHILIPPINES
November	novemb	November
,	,	,
2016	2016	2016
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
failed	fail	failed
IED	ie	IED
attempt	attempt	attempt
near	near	near
US	us	US
Embassy	embassi	Embassy
ATTACKERS	attack	ATTACKERS
Philippine	philippin	Philippine
nationals	nation	national
aligned	align	aligned
with	with	with
the	the	the
Maute	maut	Maute
groupCOLUMBUS	groupcolumbus	groupCOLUMBUS
,	,	,
OH	oh	OH
,	,	,
US	us	US
November	novemb	November
,	,	,
2016	2016	2016
TARGET	target	TARGET
14	14	14
wounded	wound	wounded
by	by	by
individuals	individu	individual
who	who	who
drove	drove	drove
a	a	a
vehicle	vehicl	vehicle
into	into	into
a	a	a
group	group	group
of	of	of
pedestrians	pedestrian	pedestrian
and	and	and
attacked	attack	attacked
them	them	them
with	with	with
a	a	a
knife	knife	knife
ATTACKER	attack	ATTACKER
US	us	US
personN	personn	personN
DJAMENA	djamena	DJAMENA
,	,	,
CHAD	chad	CHAD
November	novemb	November
,	,	,
2016	2016	2016
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
attacker	attack	attacker
arrested	arrest	arrested
after	after	after
opening	open	opening
fire	fire	fire
at	at	at
entrance	entranc	entrance
of	of	of
US	us	US
Embassy	embassi	Embassy
ATTACKER	attack	ATTACKER
Chadian	chadian	Chadian
nationalKARAK	nationalkarak	nationalKARAK
,	,	,
JORDAN	jordan	JORDAN
December	decemb	December
,	,	,
2016	2016	2016
TARGET	target	TARGET
10	10	10
killed	kill	killed
and	and	and
28	28	28
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
at	at	at
a	a	a
tourist	tourist	tourist
site	site	site
ATTACKERS	attack	ATTACKERS
Several	sever	Several
gunmenBERLIN	gunmenberlin	gunmenBERLIN
,	,	,
GERMANY	germani	GERMANY
December	decemb	December
,	,	,
2016	2016	2016
TARGET	target	TARGET
12	12	12
killed	kill	killed
and	and	and
48	48	48
wounded	wound	wounded
by	by	by
individual	individu	individual
who	who	who
drove	drove	drove
truck	truck	truck
into	into	into
a	a	a
crowded	crowd	crowded
market	market	market
ATTACKER	attack	ATTACKER
Anis	ani	Anis
AmriFor	amrifor	AmriFor
starts	start	start
,	,	,
the	the	the
word	word	word
attaker	attak	attaker
was	was	wa
misspelled	misspel	misspelled
27	27	27
times	time	time
.	.	.
Denmark	denmark	Denmark
was	was	wa
spelled	spell	spelled
Denmarkr	denmarkr	Denmarkr
and	and	and
San	san	San
Bernardino	bernardino	Bernardino
was	was	wa
San	san	San
Bernadino	bernadino	Bernadino
.	.	.
Twitter	twitter	Twitter
has	has	ha
been	been	been
brutal	brutal	brutal
White	white	White
House	hous	House
list	list	list
of	of	of
allegedly	alleg	allegedly
undercovered	undercov	undercovered
Islamist	islamist	Islamist
terror	terror	terror
attacks	attack	attack
repeatedly	repeat	repeatedly
misspells	misspel	misspells
attacker	attack	attacker
.	.	.
pic.twitter.com/Im2MPWJr7j	pic.twitter.com/im2mpwjr7j	pic.twitter.com/Im2MPWJr7j
Matthew	matthew	Matthew
Yglesias	yglesia	Yglesias
@mattyglesias	@mattyglesia	@mattyglesias
February	februari	February
7	7	7
,	,	,
2017WH	2017wh	2017WH
list	list	list
of	of	of
unreported	unreport	unreported
terror	terror	terror
attacks	attack	attack
filled	fill	filled
with	with	with
spelling	spell	spelling
errors	error	error
.	.	.
Q	q	Q
Ms	ms	Ms
.	.	.
DeVos	devo	DeVos
can	can	can
you	you	you
teach	teach	teach
WH	wh	WH
staff	staff	staff
about	about	about
spell	spell	spell
check	check	check
?	?	?
A	a	A
Spell	spell	Spell
check	check	check
?	?	?
Steven	steven	Steven
A	a	A
Drizin	drizin	Drizin
@SDrizin	@sdrizin	@SDrizin
February	februari	February
7	7	7
,	,	,
2017This	2017this	2017This
keeps	keep	keep
getting	get	getting
funnier	funnier	funnier
.	.	.
I	i	I
m	m	m
sure	sure	sure
the	the	the
WH	wh	WH
response	respons	response
will	will	will
be	be	be
alternative	altern	alternative
spelling	spell	spelling
.	.	.
https://t.co/O5FJPtmQLJ	https://t.co/o5fjptmqlj	https://t.co/O5FJPtmQLJ
#resist	#resist	#resist
#notmypresident	#notmypresid	#notmypresident
Karen	karen	Karen
Miraz	miraz	Miraz
@KMMiraz	@kmmiraz	@KMMiraz
February	februari	February
7	7	7
,	,	,
2017Spelling	2017spell	2017Spelling
matters	matter	matter
when	when	when
you	you	you
re	re	re
a	a	a
so	so	so
-called	-call	-called
President	presid	President
.	.	.
https://t.co/wjMoOUOivr	https://t.co/wjmoouoivr	https://t.co/wjMoOUOivr
#huffpo	#huffpo	#huffpo
#SoCalledPresident	#socalledpresid	#SoCalledPresident
#arsonist	#arsonist	#arsonist
#spelling	#spell	#spelling
Kiki	kiki	Kiki
@kikibeach	@kikibeach	@kikibeach
February	februari	February
7	7	7
,	,	,
2017	2017	2017
Alternative	altern	Alternative
spelling	spell	spelling
https://t.co/ycbywMYLq6	https://t.co/ycbywmylq6	https://t.co/ycbywMYLq6
new	new	new
year	year	year
new	new	new
meme	meme	meme
@B_Julian93	@b_julian93	@B_Julian93
February	februari	February
7	7	7
,	,	,
2017While	2017while	2017While
ultimately	ultim	ultimately
,	,	,
spelling	spell	spelling
,	,	,
even	even	even
spelling	spell	spelling
that	that	that
s	s	s
this	this	this
atrocious	atroci	atrocious
,	,	,
doesn	doesn	doesn
t	t	t
really	realli	really
matter	matter	matter
,	,	,
it	it	it
does	doe	doe
show	show	show
something	someth	something
very	veri	very
dangerous	danger	dangerous
about	about	about
the	the	the
Trump	trump	Trump
White	white	White
House	hous	House
.	.	.
Attention	attent	Attention
to	to	to
detail	detail	detail
is	is	is
important	import	important
when	when	when
crafting	craft	crafting
laws	law	law
or	or	or
executive	execut	executive
orders	order	order
or	or	or
when	when	when
speaking	speak	speaking
with	with	with
foreign	foreign	foreign
leaders	leader	leader
.	.	.
We	we	We
get	get	get
that	that	that
the	the	the
supposed	suppos	supposed
billionaire	billionair	billionaire
who	who	who
sits	sit	sits
on	on	on
14	14	14
carat	carat	carat
gold	gold	gold
toilets	toilet	toilet
ran	ran	ran
as	as	a
an	an	an
every	everi	every
man	man	man
,	,	,
and	and	and
let	let	let
s	s	s
face	face	face
it	it	it
,	,	,
Americans	american	Americans
are	are	are
notoriously	notori	notoriously
illiterate	illiter	illiterate
,	,	,
but	but	but
if	if	if
Trump	trump	Trump
has	has	ha
this	this	this
same	same	same
inattention	inattent	inattention
to	to	to
detail	detail	detail
in	in	in
his	his	his
businesses	busi	business
,	,	,
it	it	it
s	s	s
no	no	no
wonder	wonder	wonder
he	he	he
s	s	s
gone	gone	gone
bankrupt	bankrupt	bankrupt
four	four	four
times	time	time
.	.	.
As	as	As
for	for	for
our	our	our
country	countri	country
,	,	,
the	the	the
world	world	world
is	is	is
both	both	both
laughing	laugh	laughing
and	and	and
weeping	weep	weeping
the	the	the
latter	latter	latter
because	becaus	because
Trump	trump	Trump
has	has	ha
the	the	the
keys	key	key
to	to	to
the	the	the
nuclear	nuclear	nuclear
arsenal	arsenal	arsenal
.	.	.
Read	read	Read
more	more	more
Featured	featur	Featured
image	imag	image
via	via	via
Pool	pool	Pool
Getty	getti	Getty
Images	imag	Images
