21st	21st	21st
dropped	drop	dropped
tamanaa	tamanaa	tamanaa
30	30	30
April	april	April
14	14	14
Some	some	Some
other	other	other
witnesses	wit	witness
alleging	alleg	alleging
a	a	a
Syrian	syrian	Syrian
government	govern	government
attack	attack	attack
offered	offer	offered
curious	curious	curious
claims	claim	claim
about	about	about
detecting	detect	detecting
the	the	the
chlorine	chlorin	chlorine
-infused	-infus	-infused
barrel	barrel	barrel
bombs	bomb	bomb
based	base	based
on	on	on
how	how	how
the	the	the
device	devic	device
sounded	sound	sounded
in	in	in
its	it	it
descent	descent	descent
.	.	.
The	the	The
U	u	U
.	.	.
N	n	N
.	.	.
report	report	report
said	said	said
,	,	,
The	the	The
eyewitness	eyewit	eyewitness
,	,	,
who	who	who
stated	state	stated
to	to	to
have	have	have
been	been	been
on	on	on
the	the	the
roof	roof	roof
,	,	,
said	said	said
to	to	to
have	have	have
heard	heard	heard
a	a	a
helicopter	helicopt	helicopter
and	and	and
the	the	the
very	veri	very
loud	loud	loud
sound	sound	sound
of	of	of
a	a	a
falling	fall	falling
barrel	barrel	barrel
.	.	.
Some	some	Some
interviewees	interviewe	interviewee
had	had	had
referred	refer	referred
to	to	to
a	a	a
distinct	distinct	distinct
whistling	whistl	whistling
sound	sound	sound
of	of	of
barrels	barrel	barrel
that	that	that
contain	contain	contain
chlorine	chlorin	chlorine
as	as	a
they	they	they
fall	fall	fall
.	.	.
The	the	The
witness	wit	witness
statement	statement	statement
could	could	could
not	not	not
be	be	be
corroborated	corrobor	corroborated
with	with	with
any	ani	any
further	further	further
information	inform	information
.	.	.
As	as	As
in	in	in
other	other	other
cases	case	case
that	that	that
were	were	were
investigated	investig	investigated
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
team	team	team
demanded	demand	demanded
that	that	that
the	the	the
Syrian	syrian	Syrian
government	govern	government
provide	provid	provide
flight	flight	flight
records	record	record
to	to	to
support	support	support
its	it	it
denial	denial	denial
that	that	that
any	ani	any
of	of	of
its	it	it
aircraft	aircraft	aircraft
were	were	were
in	in	in
the	the	the
air	air	air
in	in	in
that	that	that
vicinity	vicin	vicinity
at	at	at
the	the	the
time	time	time
of	of	of
the	the	the
attack	attack	attack
.	.	.
The	the	The
Government	govern	Government
of	of	of
the	the	the
Syrian	syrian	Syrian
Arab	arab	Arab
Republic	republ	Republic
stated	state	stated
that	that	that
no	no	no
military	militari	military
activities	activ	activity
were	were	were
conducted	conduct	conducted
from	from	from
land	land	land
or	or	or
air	air	air
in	in	in
Al	al	Al
-Tamanah	-tamanah	-Tamanah
on	on	on
the	the	the
dates	date	date
of	of	of
the	the	the
incidents	incid	incident
,	,	,
but	but	but
did	did	did
not	not	not
provide	provid	provide
any	ani	any
records	record	record
of	of	of
flight	flight	flight
operations	oper	operation
to	to	to
support	support	support
this	this	this
statement	statement	statement
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
report	report	report
said	said	said
.	.	.
In	in	In
the	the	the
Al	al	Al
-Tamanah	-tamanah	-Tamanah
case	case	case
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
team	team	team
judged	judg	judged
the	the	the
evidence	evid	evidence
insufficient	insuffici	insufficient
to	to	to
reach	reach	reach
a	a	a
firm	firm	firm
judgment	judgment	judgment
regarding	regard	regarding
who	who	who
was	was	wa
responsible	respons	responsible
.	.	.
However	howev	However
,	,	,
in	in	in
two	two	two
other	other	other
cases	case	case
,	,	,
in	in	in
Talmenes	talmen	Talmenes
in	in	in
April	april	April
2014	2014	2014
and	and	and
Sarmin	sarmin	Sarmin
in	in	in
March	march	March
2015	2015	2015
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
team	team	team
accused	accus	accused
the	the	the
Syrian	syrian	Syrian
military	militari	military
of	of	of
dropping	drop	dropping
chlorine	chlorin	chlorine
-infused	-infus	-infused
barrel	barrel	barrel
bombs	bomb	bomb
.	.	.
Investigative	investig	Investigative
LimitationsYet	limitationsyet	LimitationsYet
,	,	,
regarding	regard	regarding
all	all	all
eight	eight	eight
cases	case	case
that	that	that
were	were	were
examined	examin	examined
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
team	team	team
acknowledged	acknowledg	acknowledged
significant	signific	significant
limitations	limit	limitation
on	on	on
its	it	it
ability	abil	ability
to	to	to
investigate	investig	investigate
.	.	.
The	the	The
report	report	report
said	said	said
,	,	,
As	as	As
was	was	wa
the	the	the
case	case	case
with	with	with
the	the	the
Fact	fact	Fact
-Finding	-find	-Finding
missions	mission	mission
,	,	,
the	the	the
lack	lack	lack
of	of	of
access	access	access
to	to	to
the	the	the
locations	locat	location
under	under	under
investigation	investig	investigation
due	due	due
to	to	to
the	the	the
dire	dire	dire
security	secur	security
situation	situat	situation
on	on	on
the	the	the
ground	ground	ground
affected	affect	affected
the	the	the
manner	manner	manner
in	in	in
which	which	which
the	the	the
Mechanism	mechan	Mechanism
a	a	a
committee	committe	committee
from	from	from
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
and	and	and
the	the	the
Organization	organ	Organization
for	for	for
the	the	the
Prohibition	prohibit	Prohibition
of	of	of
Chemical	chemic	Chemical
Weapons	weapon	Weapons
was	was	wa
able	abl	able
to	to	to
conduct	conduct	conduct
its	it	it
investigation	investig	investigation
.	.	.
Visits	visit	Visits
to	to	to
certain	certain	certain
locations	locat	location
would	would	would
have	have	have
facilitated	facilit	facilitated
the	the	the
ability	abil	ability
of	of	of
the	the	the
Mechanism	mechan	Mechanism
to	to	to
a	a	a
confirm	confirm	confirm
and	and	and
access	access	access
specific	specif	specific
locations	locat	location
of	of	of
interest	interest	interest
;	;	;
b	b	b
collect	collect	collect
comparative	compar	comparative
environmental	environment	environmental
samples	sampl	sample
;	;	;
c	c	c
identify	identifi	identify
new	new	new
witnesses	wit	witness
;	;	;
and	and	and
d	d	d
physically	physic	physically
evaluate	evalu	evaluate
the	the	the
material	materi	material
of	of	of
interest	interest	interest
to	to	to
the	the	the
Mechanism	mechan	Mechanism
e	e	e
.	.	.
g	g	g
.	.	.
,	,	,
remnants	remnant	remnant
.	.	.
Other	other	Other
challenges	challeng	challenge
and	and	and
constraints	constraint	constraint
include	includ	include
the	the	the
following	follow	following
factors	factor	factor
a	a	a
the	the	the
time	time	time
period	period	period
that	that	that
had	had	had
elapsed	elaps	elapsed
since	sinc	since
the	the	the
incident	incid	incident
i	i	i
.	.	.
e	e	e
.	.	.
in	in	in
some	some	some
cases	case	case
,	,	,
more	more	more
than	than	than
two	two	two
years	year	year
since	sinc	since
the	the	the
incident	incid	incident
;	;	;
b	b	b
the	the	the
lack	lack	lack
of	of	of
chain	chain	chain
of	of	of
custody	custodi	custody
for	for	for
some	some	some
of	of	of
the	the	the
material	materi	material
received	receiv	received
;	;	;
c	c	c
the	the	the
source	sourc	source
of	of	of
information	inform	information
and	and	and
material	materi	material
was	was	wa
of	of	of
secondary	secondari	secondary
or	or	or
tertiary	tertiari	tertiary
nature	natur	nature
;	;	;
d	d	d
some	some	some
of	of	of
the	the	the
information	inform	information
material	materi	material
,	,	,
including	includ	including
those	those	those
depicting	depict	depicting
the	the	the
size	size	size
and	and	and
nature	natur	nature
of	of	of
the	the	the
incident	incid	incident
,	,	,
were	were	were
misleading	mislead	misleading
;	;	;
e	e	e
finding	find	finding
independent	independ	independent
sources	sourc	source
of	of	of
information	inform	information
that	that	that
could	could	could
provide	provid	provide
access	access	access
to	to	to
individuals	individu	individual
and	and	and
information	inform	information
material	materi	material
proved	prove	proved
difficult	difficult	difficult
;	;	;
and	and	and
f	f	f
the	the	the
impact	impact	impact
locations	locat	location
were	were	were
not	not	not
preserved	preserv	preserved
and	and	and
were	were	were
compromised	compromis	compromised
by	by	by
the	the	the
time	time	time
they	they	they
were	were	were
recorded	record	recorded
e	e	e
.	.	.
g	g	g
.	.	.
,	,	,
the	the	the
videos	video	video
and	and	and
photographs	photograph	photograph
of	of	of
the	the	the
impact	impact	impact
locations	locat	location
were	were	were
taken	taken	taken
days	day	day
after	after	after
the	the	the
incident	incid	incident
and	and	and
in	in	in
many	mani	many
cases	case	case
after	after	after
the	the	the
remnants	remnant	remnant
had	had	had
been	been	been
removed	remov	removed
from	from	from
the	the	the
impact	impact	impact
location	locat	location
.	.	.
In	in	In
other	other	other
words	word	word
,	,	,
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
OPCW	opcw	OPCW
investigation	investig	investigation
was	was	wa
compromised	compromis	compromised
by	by	by
its	it	it
inability	inabl	inability
to	to	to
conduct	conduct	conduct
an	an	an
effective	effect	effective
on	on	on
-the-ground	-the-ground	-the-ground
assessment	assess	assessment
and	and	and
was	was	wa
forced	forc	forced
to	to	to
rely	reli	rely
on	on	on
witnesses	wit	witness
who	who	who
were	were	were
often	often	often
allied	alli	allied
with	with	with
the	the	the
rebel	rebel	rebel
forces	forc	force
or	or	or
sympathetic	sympathet	sympathetic
to	to	to
the	the	the
political	polit	political
opposition	opposit	opposition
to	to	to
President	presid	President
Assad	assad	Assad
.	.	.
This	this	This
problem	problem	problem
is	is	is
reminiscent	reminisc	reminiscent
of	of	of
what	what	what
happened	happen	happened
inside	insid	inside
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Intelligence	intellig	Intelligence
Community	communiti	Community
in	in	in
the	the	the
run	run	run
-up	-up	-up
to	to	to
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
invasion	invas	invasion
of	of	of
Iraq	iraq	Iraq
when	when	when
some	some	some
18	18	18
witnesses	wit	witness
supposedly	suppos	supposedly
defectors	defector	defector
from	from	from
Saddam	saddam	Saddam
Hussein	hussein	Hussein
s	s	s
regime	regim	regime
became	becam	became
walk	walk	walk
-ins	-in	-ins
who	who	who
presented	present	presented
claims	claim	claim
about	about	about
the	the	the
Iraqi	iraqi	Iraqi
government	govern	government
s	s	s
supposed	suppos	supposed
weapons	weapon	weapon
of	of	of
mass	mass	mass
destruction	destruct	destruction
.	.	.
CIA	cia	CIA
analysts	analyst	analyst
debunked	debunk	debunked
some	some	some
of	of	of
these	these	these
bogus	bogus	bogus
claims	claim	claim
and	and	and
traced	trace	traced
some	some	some
of	of	of
the	the	the
deceit	deceit	deceit
to	to	to
the	the	the
machinations	machin	machination
of	of	of
the	the	the
pro	pro	pro
-invasion	-invas	-invasion
Iraqi	iraqi	Iraqi
National	nation	National
Congress	congress	Congress
INC	inc	INC
,	,	,
but	but	but
given	given	given
the	the	the
political	polit	political
-and-media	-and-media	-and-media
hatred	hatr	hatred
of	of	of
Saddam	saddam	Saddam
Hussein	hussein	Hussein
the	the	the
CIA	cia	CIA
analysts	analyst	analyst
were	were	were
under	under	under
intense	intens	intense
pressure	pressur	pressure
to	to	to
accept	accept	accept
some	some	some
of	of	of
the	the	the
dubious	dubious	dubious
accounts	account	account
that	that	that
were	were	were
then	then	then
incorporated	incorpor	incorporated
into	into	into
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
products	product	product
and	and	and
used	use	used
to	to	to
justify	justifi	justify
a	a	a
war	war	war
under	under	under
false	fals	false
pretenses	pretens	pretense
.	.	.
As	as	As
with	with	with
Iraq	iraq	Iraq
where	where	where
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
had	had	had
helped	help	helped
fund	fund	fund
anti	anti	anti
-regime	-regim	-regime
groups	group	group
such	such	such
as	as	a
the	the	the
INC	inc	INC
a	a	a
similar	similar	similar
situation	situat	situation
exists	exist	exists
inside	insid	inside
Syria	syria	Syria
where	where	where
U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
have	have	have
assisted	assist	assisted
the	the	the
opposition	opposit	opposition
in	in	in
organizing	organ	organizing
politically	polit	politically
and	and	and
mastering	master	mastering
propaganda	propaganda	propaganda
skills	skill	skill
.	.	.
So	so	So
,	,	,
the	the	the
means	mean	mean
and	and	and
opportunity	opportun	opportunity
for	for	for
depicting	depict	depicting
regime	regim	regime
atrocities	atroc	atrocity
through	through	through
social	social	social
media	media	medium
are	are	are
there	there	there
,	,	,
along	along	along
with	with	with
the	the	the
motive	motiv	motive
.	.	.
These	these	These
activists	activist	activist
as	as	a
well	well	well
as	as	a
the	the	the
radical	radic	radical
jihadists	jihadist	jihadist
and	and	and
other	other	other
armed	arm	armed
rebels	rebel	rebel
have	have	have
become	becom	become
increasingly	increas	increasingly
desperate	desper	desperate
to	to	to
induce	induc	induce
the	the	the
United	unit	United
States	state	States
to	to	to
intervene	interven	intervene
militarily	militarili	militarily
against	against	against
the	the	the
Syrian	syrian	Syrian
army	armi	army
and	and	and
thus	thus	thus
make	make	make
their	their	their
desired	desir	desired
regime	regim	regime
change	chang	change
possible	possibl	possible
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
Secretary	secretari	Secretary
of	of	of
State	state	State
John	john	John
Kerry	kerri	Kerry
on	on	on
Aug	aug	Aug
.	.	.
30	30	30
,	,	,
2013	2013	2013
,	,	,
claims	claim	claim
to	to	to
have	have	have
proof	proof	proof
that	that	that
the	the	the
Syrian	syrian	Syrian
government	govern	government
was	was	wa
responsible	respons	responsible
for	for	for
a	a	a
chemical	chemic	chemical
weapons	weapon	weapon
attack	attack	attack
on	on	on
Aug	aug	Aug
.	.	.
21	21	21
,	,	,
2013	2013	2013
,	,	,
but	but	but
that	that	that
evidence	evid	evidence
failed	fail	failed
to	to	to
materialize	materi	materialize
or	or	or
was	was	wa
later	later	later
discredited	discredit	discredited
.	.	.
State	state	State
Department	depart	Department
photo	photo	photo
Obama	obama	Obama
s	s	s
Red	red	Red
LineThe	lineth	LineThe
emphasis	emphasi	emphasis
on	on	on
creating	creat	creating
a	a	a
chemical	chemic	chemical
weapons	weapon	weapon
casus	casus	casus
belli	belli	belli
increased	increas	increased
when	when	when
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
set	set	set
the	the	the
Syrian	syrian	Syrian
government	govern	government
s	s	s
possible	possibl	possible
use	use	use
of	of	of
such	such	such
weapons	weapon	weapon
as	as	a
a	a	a
red	red	red
line	line	line
that	that	that
might	might	might
cause	caus	cause
him	him	him
to	to	to
intervene	interven	intervene
directly	direct	directly
with	with	with
U	u	U
.	.	.
S	s	S
.	.	.
forces	forc	force
.	.	.
That	that	That
comment	comment	comment
and	and	and
the	the	the
political	polit	political
pressure	pressur	pressure
for	for	for
instituting	institut	instituting
another	anoth	another
Mideast	mideast	Mideast
regime	regim	regime
change	chang	change
were	were	were
the	the	the
backdrop	backdrop	backdrop
for	for	for
the	the	the
sarin	sarin	sarin
gas	gas	gas
attack	attack	attack
outside	outsid	outside
Damascus	damascus	Damascus
on	on	on
Aug	aug	Aug
.	.	.
21	21	21
,	,	,
2013	2013	2013
,	,	,
which	which	which
anti	anti	anti
-Assad	-assad	-Assad
activists	activist	activist
,	,	,
the	the	the
mainstream	mainstream	mainstream
U	u	U
.	.	.
S	s	S
.	.	.
press	press	press
,	,	,
and	and	and
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
immediately	immedi	immediately
blamed	blame	blamed
on	on	on
government	govern	government
forces	forc	force
.	.	.
In	in	In
the	the	the
ensuing	ensu	ensuing
days	day	day
,	,	,
Obama	obama	Obama
came	came	came
to	to	to
the	the	the
edge	edg	edge
of	of	of
authorizing	author	authorizing
a	a	a
retaliatory	retaliatori	retaliatory
military	militari	military
strike	strike	strike
before	befor	before
hearing	hear	hearing
from	from	from
U	u	U
.	.	.
S	s	S
.	.	.
and	and	and
other	other	other
Western	western	Western
intelligence	intellig	intelligence
services	servic	service
that	that	that
they	they	they
had	had	had
doubts	doubt	doubt
about	about	about
who	who	who
had	had	had
actually	actual	actually
pulled	pull	pulled
off	off	off
the	the	the
attack	attack	attack
.	.	.
Since	sinc	Since
then	then	then
,	,	,
the	the	the
sarin	sarin	sarin
case	case	case
against	against	against
Assad	assad	Assad
has	has	ha
largely	larg	largely
collapsed	collaps	collapsed
although	although	although
to	to	to
defuse	defus	defuse
the	the	the
crisis	crisi	crisis
he	he	he
agreed	agre	agreed
to	to	to
a	a	a
Russian	russian	Russian
plan	plan	plan
for	for	for
Syria	syria	Syria
to	to	to
surrender	surrend	surrender
all	all	all
its	it	it
chemical	chemic	chemical
weapons	weapon	weapon
.	.	.
The	the	The
evidence	evid	evidence
now	now	now
appears	appear	appears
to	to	to
indicate	indic	indicate
that	that	that
radical	radic	radical
jihadists	jihadist	jihadist
released	releas	released
the	the	the
sarin	sarin	sarin
with	with	with
the	the	the
goal	goal	goal
of	of	of
goading	goad	goading
Obama	obama	Obama
into	into	into
joining	join	joining
the	the	the
war	war	war
on	on	on
their	their	their
side	side	side
,	,	,
i	i	i
.	.	.
e	e	e
.	.	.
,	,	,
a	a	a
false	fals	false
-flag	-flag	-flag
operation	oper	operation
.	.	.
As	as	As
the	the	the
sarin	sarin	sarin
case	case	case
fell	fell	fell
apart	apart	apart
in	in	in
2014	2014	2014
,	,	,
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
shifted	shift	shifted
its	it	it
emphasis	emphasi	emphasis
toward	toward	toward
chlorine	chlorin	chlorine
-gas	-gas	-gas
allegations	alleg	allegation
.	.	.
I	i	I
first	first	first
encountered	encount	encountered
this	this	this
bait	bait	bait
-and-switch	-and-switch	-and-switch
tactic	tactic	tactic
when	when	when
I	i	I
pressed	press	pressed
a	a	a
senior	senior	senior
State	state	State
Department	depart	Department
official	offici	official
to	to	to
back	back	back
up	up	up
or	or	or
back	back	back
off	off	off
the	the	the
increasingly	increas	increasingly
discredited	discredit	discredited
sarin	sarin	sarin
gas	gas	gas
claims	claim	claim
.	.	.
While	while	While
sidestepping	sidestep	sidestepping
the	the	the
sarin	sarin	sarin
case	case	case
,	,	,
the	the	the
official	offici	official
asserted	assert	asserted
that	that	that
the	the	the
Syrian	syrian	Syrian
government	govern	government
almost	almost	almost
surely	sure	surely
was	was	wa
responsible	respons	responsible
for	for	for
the	the	the
more	more	more
recent	recent	recent
chlorine	chlorin	chlorine
-gas	-gas	-gas
incidents	incid	incident
,	,	,
citing	cite	citing
the	the	the
bombs	bomb	bomb
delivery	deliveri	delivery
by	by	by
helicopter	helicopt	helicopter
and	and	and
arguing	argu	arguing
that	that	that
only	onli	only
the	the	the
Syrian	syrian	Syrian
government	govern	government
possessed	possess	possessed
such	such	such
aircraft	aircraft	aircraft
.	.	.
According	accord	According
to	to	to
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
report	report	report
,	,	,
however	howev	however
,	,	,
that	that	that
belief	belief	belief
regarding	regard	regarding
the	the	the
government	govern	government
s	s	s
monopoly	monopoli	monopoly
of	of	of
helicopters	helicopt	helicopter
may	may	may
not	not	not
be	be	be
true	true	true
,	,	,
since	sinc	since
rebel	rebel	rebel
forces	forc	force
had	had	had
captured	captur	captured
air	air	air
bases	base	base
where	where	where
operational	oper	operational
helicopters	helicopt	helicopter
were	were	were
present	present	present
.	.	.
That	that	That
means	mean	mean
,	,	,
at	at	at
least	least	least
theoretically	theoret	theoretically
,	,	,
the	the	the
jihadists	jihadist	jihadist
could	could	could
have	have	have
staged	stage	staged
the	the	the
night	night	night
-time	-time	-time
attacks	attack	attack
complete	complet	complete
with	with	with
prior	prior	prior
alarms	alarm	alarm
spread	spread	spread
by	by	by
activist	activist	activist
first	first	first
-responders	-respond	-responders
,	,	,
known	known	known
as	as	a
white	white	white
helmets	helmet	helmet
,	,	,
about	about	about
the	the	the
imminent	immin	imminent
arrival	arriv	arrival
of	of	of
government	govern	government
helicopters	helicopt	helicopter
with	with	with
chlorine	chlorin	chlorine
bombs	bomb	bomb
.	.	.
But	but	But
the	the	the
more	more	more
nettlesome	nettlesom	nettlesome
question	question	question
,	,	,
which	which	which
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
report	report	report
does	doe	doe
not	not	not
address	address	address
,	,	,
is	is	is
why	whi	why
would	would	would
the	the	the
Syrian	syrian	Syrian
government	govern	government
launch	launch	launch
these	these	these
strange	strang	strange
attacks	attack	attack
while	while	while
realizing	realiz	realizing
that	that	that
any	ani	any
chemical	chemic	chemical
weapons	weapon	weapon
incident	incid	incident
could	could	could
prompt	prompt	prompt
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
intervention	intervent	intervention
that	that	that
could	could	could
tip	tip	tip
the	the	the
war	war	war
in	in	in
favor	favor	favor
of	of	of
the	the	the
jihadists	jihadist	jihadist
and	and	and
other	other	other
rebels	rebel	rebel
,	,	,
especially	especi	especially
since	sinc	since
the	the	the
chlorine	chlorin	chlorine
attacks	attack	attack
had	had	had
virtually	virtual	virtually
no	no	no
military	militari	military
value	valu	value
.	.	.
Few	few	Few
FatalitiesWhile	fatalitieswhil	FatalitiesWhile
the	the	the
makeshift	makeshift	makeshift
chlorine	chlorin	chlorine
bombs	bomb	bomb
may	may	may
have	have	have
sent	sent	sent
scores	score	score
of	of	of
civilians	civilian	civilian
to	to	to
get	get	get
medical	medic	medical
attention	attent	attention
,	,	,
very	veri	very
few	few	few
of	of	of
the	the	the
casualties	casualti	casualty
were	were	were
fatal	fatal	fatal
,	,	,
according	accord	according
to	to	to
the	the	the
U	u	U
.	.	.
N	n	N
.	.	.
report	report	report
.	.	.
By	by	By
contrast	contrast	contrast
,	,	,
the	the	the
Aug	aug	Aug
.	.	.
21	21	21
,	,	,
2013	2013	2013
sarin	sarin	sarin
attack	attack	attack
killed	kill	killed
hundreds	hundr	hundred
,	,	,
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
putting	put	putting
out	out	out
an	an	an
even	even	even
higher	higher	higher
and	and	and
almost	almost	almost
surely	sure	surely
exaggerated	exagger	exaggerated
number	number	number
of	of	of
1	1	1
,	,	,
429	429	429
dead	dead	dead
Continue	continu	Continue
this	this	this
report	report	report
at	at	at
Consortium	consortium	Consortium
NewsREAD	newsread	NewsREAD
MORE	more	MORE
SYRIA	syria	SYRIA
NEWS	news	NEWS
AT	at	AT
21st	21st	21st
Century	centuri	Century
Wire	wire	Wire
Syria	syria	Syria
Files	file	Files
